Season,fullName,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID,Events,EV,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,nameLast,nameFirst,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details,Age 7/1/21,Age 7/1/22,Age 7/1/23,Age 7/1/24
2015,A.J. Pierzynski,ATL,436,0.043577981,0.084862385,0.513513513,0.299754299,0.339449541,0.429975429,0.76942497,0.13022113,1.7363817081566846,0.31043956,-1.899999976158142,-1.899999976158142,NA,-1.003810532391071,55.9393895385301,6.915596109393831,0.33306003729319245,110.62092273257863,A.J. Pierzynski,746,150229,373,85.4000340599455,109.962,10.583398969686648,11,0.02949062,95,0.25469169,1.626168224,0.246648793,0.466487935,0.28686327,0.121495327,0.084112149,7,0.040229885,0,0,0.42359249,0.33512064,0.24128686,0.20107239,0.53887399,0.26005362,Pierzynski,A.J.,c,39,NA,ATL,ATL,2,3000000,2016-17,NA,1500000,Steve Hilliard,Liberty Media,John Coppolella,NA,NA,NA,NA,NA
2022,AJ Pollock,CHW,527,0.060721062,0.185958254,0.326530612,0.245398773,0.292220113,0.388548057,0.68076817,0.143149284,3.457911134675098,0.278215223,-0.9000000357627869,-0.30000001192092896,-2.103995561599731,-0.2648958037607372,55.07779398179401,-5.18278625243556,0.2973666204673289,92.1105208593312,AJ Pollock,9256,572041,395,88.75136817893402,110.847,11.756871876982869,37,0.09367089,166,0.42025316,1.262411347,0.190355329,0.451776649,0.35786802,0.177304964,0.09929078,9,0.050561797,0,0,0.43797468,0.32911392,0.23291139,0.16962025,0.49620253,0.33417722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,AJ Pollock,LAD,422,0.071090047,0.189573459,0.375,0.296875,0.355450236,0.536458333,0.891908569,0.239583333,4.38209941057941,0.326315789,-1,0.6000000238418579,-0.13082826137542725,1.048692255979404,72.18000615375722,21.09446307259286,0.3748424556551938,136.86262914607624,AJ Pollock,9256,572041,306,90.3193937602796,111.242,11.960780093544408,34,0.11111111,144,0.47058824,1.033898305,0.215686274,0.39869281,0.385620915,0.050847457,0.177966101,17,0.139344262,0,0,0.44444444,0.33660131,0.21895425,0.1372549,0.4869281,0.37581699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,AJ Pollock,ARI,460,0.067391304,0.217391304,0.31,0.256658595,0.315904139,0.484261501,0.80016564,0.227602906,6.744339498294841,0.284280936,1.4999999403953552,0.800000011920929,0.8375985026359558,1.5517650172114372,62.42055534447707,8.67823152865447,0.33781501918183376,110.07451620118309,AJ Pollock,9256,572041,321,89.16662788989028,108.633,13.481717770376177,31,0.09657321,130,0.40498442,1.097560975,0.19375,0.421875,0.384375,0.081300813,0.170731707,10,0.074074074,0,0,0.48598131,0.3271028,0.18691589,0.11214953,0.4423676,0.44548287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AJ Pollock,ARI,466,0.075107296,0.152360515,0.492957746,0.265882352,0.330472103,0.470588235,0.801060338,0.204705883,7.54683787841682,0.29117647,0.3999999761581421,1,2.203490734100342,1.2085186783224344,64.38394262481057,7.592274418357244,0.3401941953166839,102.6253158872946,AJ Pollock,9256,572041,354,87.95669642857143,108.735,8.4570556640625,19,0.05367232,136,0.38418079,1.38938053,0.232954545,0.446022727,0.321022727,0.123893805,0.123893805,10,0.063694267,0,0,0.43220339,0.37288136,0.19491525,0.19774011,0.4519774,0.35028249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,AJ Pollock,ARI,673,0.078751857,0.132243684,0.595505617,0.315270935,0.367013372,0.497536945,0.864550317,0.18226601,7.141714450166587,0.337917485,3.899999976158142,-1.899999976158142,NA,4.698424707166851,106.6583218767675,30.98627376252732,0.3708306717482931,131.05384110083503,AJ Pollock,9256,572041,529,88.87830062984496,110.573,8.863602985707365,24,0.04536862,207,0.39130435,1.736842105,0.207619047,0.502857142,0.289523809,0.092105263,0.131578947,19,0.071969696,4,1,0.38752363,0.36862004,0.24385633,0.14933837,0.50661626,0.34404537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Aaron Altherr,PHI,412,0.077669902,0.252427184,0.307692307,0.271505376,0.339805825,0.516129032,0.855934857,0.244623656,5.482021217713043,0.328,-0.10000002384185792,-0.8999999761581421,-0.2134293168783188,-0.9200933715328574,63.52264439109853,13.31198494676641,0.3591757487959978,119.71829502921165,Aaron Altherr,11270,571437,269,89.25151022304833,112.262,11.22837131883132,26,0.09665428,116,0.43122677,1.148514851,0.19330855,0.431226765,0.375464684,0.118811881,0.188118811,11,0.094827586,0,0,0.37546468,0.32342007,0.30111524,0.20074349,0.43494424,0.36431227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Aaron Hicks,NYY,453,0.136865342,0.240618101,0.568807339,0.216145833,0.329646017,0.3125,0.642146017,0.096354167,4.974553651229693,0.278810408,2.0000000447034836,0.20000000298023224,0.301394522190094,0.28279758943244815,45.49848031381807,-6.300462468166736,0.2922387125762905,88.99218314780414,Aaron Hicks,5297,543305,278,87.8829341231685,109.6,14.806870457016942,16,0.05755396,92,0.33093525,1.129629629,0.163636363,0.443636363,0.392727272,0.148148148,0.074074074,15,0.122950819,0,0,0.47482014,0.26978417,0.25539568,0.20143885,0.51079137,0.28776978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Aaron Hicks,NYY,581,0.154905335,0.191049913,0.81081081,0.247916666,0.366148531,0.466666666,0.832815197,0.21875,5.318519095137221,0.264367816,3.4000000953674316,2.5999999046325684,1.4839909076690674,0.9876995750237256,89.28388877900862,21.40499717685006,0.3598501572971938,128.53512610737735,Aaron Hicks,5297,543305,377,89.70718961148648,110.011,13.218405563766892,32,0.08488064,162,0.42970822,1.042253521,0.216216216,0.4,0.383783783,0.119718309,0.190140845,11,0.074324324,2,0.285714285,0.4535809,0.36870027,0.17771883,0.18567639,0.41909814,0.39522546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Aaron Hicks,NYY,361,0.141274238,0.185595567,0.761194029,0.26578073,0.372222222,0.475083056,0.847305278,0.209302326,3.9458963897209625,0.290178571,3.300000011920929,-0.30000001192092896,1.8813538551330569,-0.3709859880618751,56.74937182460554,12.754109544498991,0.36275361511442394,127.6959644770922,Aaron Hicks,5297,543305,240,86.70047373670212,109.291,11.704438164893617,17,0.07083333,78,0.325,1.094736842,0.156779661,0.440677966,0.402542372,0.094736842,0.157894736,8,0.076923076,2,0.5,0.42916667,0.35,0.22083333,0.19583333,0.49583333,0.30833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Aaron Hicks,NYY,361,0.083102493,0.18836565,0.44117647,0.217125382,0.280555555,0.336391437,0.616946992,0.119266055,2.9438685011442627,0.248031496,0.8999999538064003,-0.10000000149011612,1.7659296989440918,-1.213944919873029,28.1729743516813,-14.354446549080777,0.26993190744129064,63.75525116240132,Aaron Hicks,5297,543305,263,89.11895823200389,107.612,10.675743251459144,10,0.03802281,92,0.34980989,1.216494845,0.169884169,0.455598455,0.374517374,0.092783505,0.082474226,5,0.042372881,1,0.25,0.45627376,0.31178707,0.23193916,0.17490494,0.53612167,0.28897338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Aaron Hicks,MIN,390,0.087179487,0.169230769,0.515151515,0.255681818,0.323076923,0.397727272,0.720804195,0.142045454,5.994698066150923,0.285198555,-0.7000000104308128,-0.10000000149011612,NA,1.229577289428562,44.22358234493414,0.3720240023581103,0.31440339844251414,95.76392848376229,Aaron Hicks,5297,543305,288,88.81577896897811,107.829,11.82969676665146,8,0.02777778,96,0.33333333,1.181818181,0.228571428,0.417857142,0.353571428,0.101010101,0.111111111,9,0.076923076,5,0.625,0.35763889,0.34375,0.29861111,0.20138889,0.54513889,0.25347222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Aaron Hill,- - -,429,0.095571095,0.137529137,0.694915254,0.261904761,0.335680751,0.378306878,0.713987629,0.116402117,2.8060837384484336,0.284345047,1.399999916553497,1,-0.9187143743038176,-0.28199087525717914,48.46193564434796,-2.0761905784413246,0.3125389597888263,89.8682506352468,Aaron Hill,6104,431094,326,86.66045625979623,105.135,15.842084256832877,4,0.01226994,86,0.26380368,0.902255639,0.216718266,0.371517027,0.411764705,0.060150375,0.075187969,10,0.083333333,0,0,0.41795666,0.3374613,0.24458204,0.18266254,0.48916409,0.32817337,Hill,Aaron,3b,35,NA,BOS,SFN,0,1,2017,NA,NA,Legacy Agency,Charles Johnson,B Sabean/B Evans,$2M in majors,NA,NA,NA,NA
2015,Aaron Hill,ARI,353,0.087818696,0.152974504,0.574074074,0.23003194800000001,0.294617563,0.345047923,0.639665486,0.115015975,3.5964535556808013,0.252873563,0.6000000014901161,-0.10000000149011612,NA,0.45893409103155136,30.687175515771596,-9.004106778919011,0.28128737785323144,69.64920588690538,Aaron Hill,6104,431094,267,88.34790414663462,105.103,12.28682579627404,5,0.01872659,79,0.29588015,1.098039215,0.198501872,0.419475655,0.382022471,0.058823529,0.058823529,6,0.053571428,0,0,0.45318352,0.33333333,0.21348315,0.15355805,0.53183521,0.31460674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,Aaron Judge,NYY,704,0.188920454,0.242897727,0.777777777,0.322003577,0.458036984,0.701252236,1.15928922,0.379248659,3.920110021496349,0.367469879,-0.19999998807907104,-0.6000000238418579,-0.8042477369308472,0.3662685975432396,176.15959543642597,93.8070330089052,0.4757340011100992,218.4253797567829,Aaron Judge,15640,592450,391,96.228691356041125,117.516,18.88795137773136,105,0.2685422,238,0.60869565,0.661111111,0.233333333,0.305128205,0.461538461,0.055555555,0.322222222,10,0.084033613,0,0,0.4,0.34871795,0.25128205,0.07179487,0.45128205,0.47692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Aaron Judge,NYY,458,0.192139737,0.283842794,0.676923076,0.267029972,0.406113537,0.613079019,1.019192556,0.346049047,2.5870046857705833,0.30049261,0.2999999523162842,1.5,-1.6187021732330322,-0.7775133643299341,94.5973981554339,38.79276374827123,0.4203612742020452,172.1149568835673,Aaron Judge,15640,592450,240,97.6498676124477,116.943,20.38250809035042,66,0.275,154,0.64166667,0.608333333,0.195833333,0.304166666,0.5,0.066666666,0.308333333,4,0.05479452,0,0,0.45,0.34166667,0.20833333,0.07916667,0.38333333000000003,0.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Aaron Judge,NYY,696,0.159482758,0.251436781,0.634285714,0.310526315,0.424855491,0.685964912,1.110820403,0.375438597,4.036274779678594,0.340236686,0.3999999761581421,0.5,-0.19882400333881375,1.2427309569902718,161.66756508917948,82.08243445725579,0.45819641417238366,206.15483678377265,Aaron Judge,15640,592450,404,95.77863604323308,118.357,14.893024798323935,106,0.26237624,246,0.60891089,0.856321839,0.1925,0.3725,0.435,0.045977011,0.356321839,11,0.073825503,0,0,0.475,0.3175,0.2075,0.075,0.445,0.48,Judge,Aaron,rf-dh,NA,rejected,NYA,NYA,9,400000000,2023-31,NA,40000000,PSI Spts,Hal Steinbrenner,Brian Cashman,NA,NA,NA,31.066,NA
2021,Aaron Judge,NYY,633,0.118483412,0.249605055,0.474683544,0.287272727,0.372827804,0.543636363,0.916464167,0.256363636,2.896148537316562,0.332402234,-0.4000000134110451,0.10000000149011612,-0.02847408130764961,0.1954256717581302,114.66060997028096,38.032295348534426,0.38704453784199033,149.9826024255484,Aaron Judge,15640,592450,397,95.82280099936548,119.035,11.568825348984772,70,0.17632242,230,0.57934509,1.163120567,0.231738035,0.413098236,0.355163727,0.035460992,0.276595744,10,0.060975609,0,0,0.3627204,0.37027708,0.26700252,0.08564232,0.44584383,0.46851385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000000,NA,NA,NA,NA,NA,NA,NA,NA
2019,Aaron Judge,NYY,447,0.143176733,0.315436241,0.453900709,0.272486772,0.381165919,0.539682539,0.920848458,0.267195767,3.5562614568564177,0.360189573,1.399999976158142,-0.5,0.00611053546890616,-0.5320140346884727,80.30448130415036,24.0640021626766,0.38221578711298254,141.06658102684742,Aaron Judge,15640,592450,239,96.03571428571428,118.1,11.588235294117649,47,0.19665272,139,0.58158996,1.246753246,0.273109243,0.403361344,0.323529411,0.025974025,0.35064935,6,0.0625,0,0,0.38655462,0.34453782,0.26890756,0.09243697,0.3697479,0.53781513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000000,NA,NA,NA,NA,NA,NA,NA,NA
2018,Aaron Judge,NYY,498,0.152610441,0.305220883,0.5,0.278450363,0.391566265,0.527845036,0.919411301,0.249394673,3.0459172286227143,0.368200836,1.2000000476837158,0.6000000238418579,-0.3706660568714142,-0.36990377656184137,89.17810006330112,30.996192975736644,0.39098546348436913,149.78199796918554,Aaron Judge,15640,592450,266,94.70292675046991,119.905,12.35256384369126,41,0.15413534,144,0.54135338,1.193548387,0.233082706,0.417293233,0.34962406,0.05376344,0.29032258,10,0.09009009,0,0,0.40225564,0.31203008,0.28571429,0.13533835,0.38345865,0.48120301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000000,NA,NA,NA,NA,NA,NA,NA,NA
2017,Aaron Judge,NYY,678,0.187315634,0.30678466,0.610576923,0.284132841,0.421828908,0.627306273,1.049135181,0.343173432,4.817953441757046,0.356643356,0.5000000074505806,-0.10000000149011612,-0.7697840929031372,-0.38860256038606167,145.16263582327144,62.53441469886081,0.430184422851145,173.81664358316738,Aaron Judge,15640,592450,338,94.86731462647928,121.07,15.765503651997042,84,0.24852071,186,0.55029586,0.808219178,0.218934911,0.349112426,0.431952662,0.061643835,0.356164383,5,0.042372881,0,0,0.41420118,0.30769231,0.27810651,0.11242604,0.43491124,0.45266272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000000,NA,NA,NA,NA,NA,NA,NA,NA
2024,Abraham Toro,OAK,364,0.054945054,0.17032967,0.322580645,0.240356083,0.292817679,0.350148367,0.642966046,0.109792284,3.554000575755974,0.278810408,-0.30000001192092896,0.4000000059604645,1.2482799291610718,-0.6492990180850029,34.61910720113101,-7.960910872189377,0.2830058539343012,86.83298532864347,Abraham Toro,19844,647351,277,87.17985085227272,109.887,12.238055752840909,12,0.0433213,81,0.29241877,1.22,0.192727272,0.443636363,0.363636363,0.09,0.06,7,0.057377049,0,0,0.40794224,0.36462094,0.22743682,0.1732852,0.57761733,0.24909747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Abraham Toro,SEA,352,0.0625,0.18465909,0.338461538,0.185185185,0.238636363,0.324074074,0.562710437,0.138888889,4.12374469493026,0.197628458,-1.7999999523162842,0.5,-1.0192723274230957,0.15579427545890212,22.501425656818338,-17.74852546737295,0.24627701950888348,62.8911971472643,Abraham Toro,19844,647351,263,87.01570668963879,108.248,16.70987553469582,18,0.06844106,78,0.29657795,0.859504132,0.144486692,0.395437262,0.460076045,0.099173553,0.082644628,5,0.048076923,0,0,0.46007605,0.3460076,0.19391635,0.19771863,0.57034221,0.23193916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Abraham Toro,- - -,375,0.082666666,0.144,0.574074074,0.23880597,0.314666666,0.373134328,0.687800994,0.134328358,3.586071926884196,0.25367647,-0.2999999523162842,0.6000000238418579,-1.7183756232261658,-0.3831091222818941,41.80877120889206,-3.587149775554938,0.302864951133728,94.1699841650867,Abraham Toro,19844,647351,283,86.80467881172153,108.994,13.698094486766012,21,0.07420495,95,0.33568905,0.959349593,0.148409893,0.41696113,0.434628975,0.073170731,0.089430894,18,0.152542372,0,0,0.33922261,0.38515901,0.27561837,0.17314488,0.52650177,0.30035336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Adalberto Mondesi,KCR,443,0.04288939,0.297968397,0.143939393,0.262650602,0.29090909,0.424096385,0.715005475,0.161445783,9.04644185610762,0.357142857,0.2999999523162842,1,3.7568750381469727,5.359114759601653,47.29095326832501,-8.446255366289938,0.2978803805329583,81.37033787734359,Adalberto Mondesi,13769,609275,292,88.70315926535088,108.4,9.964912280701755,21,0.07191781,99,0.3390411,1.381443298,0.192307692,0.468531468,0.339160839,0.092783505,0.092783505,12,0.089552238,1,0.2,0.4604811,0.32646048,0.21305842,0.19931271,0.42268041,0.37800687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Adam Duvall,BOS,353,0.062322946,0.31161473,0.2,0.246875,0.303116147,0.53125,0.834366147,0.284375,5.272625364246583,0.298969072,0.5,2.200000047683716,0.4742344915866852,0.3453977177850902,51.52062432579095,8.509628811100072,0.34740112840451975,115.78635527887626,Adam Duvall,10950,594807,215,88.75296619450934,110.032,28.927962543808412,28,0.13023256,84,0.39069767,0.360655737,0.227906976,0.204651162,0.56744186,0.172131147,0.172131147,3,0.068181818,0,0,0.58604651,0.26046512,0.15348837,0.2,0.45116279,0.34883721,Duvall,Adam,cf,NA,NA,BOS,ATL,1,3000000,2024,NA,3000000,CAA,Braves Holdings,Alex Anthopoulos,NA,NA,NA,NA,35
2021,Adam Duvall,- - -,555,0.063063063,0.313513513,0.201149425,0.22807017500000001,0.281081081,0.49122807,0.772309151,0.263157895,4.172053738576653,0.259868421,-3.7000001072883606,0.6000000238418579,-2.2718173265457153,0.6645929287187755,71.7110481342682,4.525085077286629,0.3242618534108792,100.90511550670324,Adam Duvall,10950,594807,342,89.76257538377193,113.756,23.6125152766356,55,0.16081871,150,0.43859649,0.563535911,0.172514619,0.298245614,0.529239766,0.14917127,0.209944751,7,0.06862745,0,0,0.47368421,0.35380117,0.17251462,0.1871345,0.45321637,0.35964912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,NA,NA,NA,NA,NA,NA,NA,NA
2018,Adam Duvall,- - -,427,0.086651053,0.274004683,0.316239316,0.1953125,0.274004683,0.364583333,0.638588016,0.169270833,2.6172040672716177,0.23715415,1.5000001788139343,1.5999999642372131,1.4508469700813291,-0.6066064720507711,36.95444198287586,-12.932454254855116,0.27743876092838793,68.64255155478995,Adam Duvall,10950,594807,268,88.96543627106742,109.589,22.57933747366573,26,0.09701493,109,0.40671642,0.6328125,0.220149253,0.302238805,0.47761194,0.1640625,0.1171875,8,0.098765432,0,0,0.47014925,0.33208955,0.19776119,0.18283582,0.45149254,0.36567164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,NA,NA,NA,NA,NA,NA,NA,NA
2017,Adam Duvall,CIN,647,0.060278207,0.262751159,0.229411764,0.248722316,0.301391035,0.480408858,0.781799893,0.231686542,3.876755872331946,0.289672544,-2,2.299999952316284,1.1822606325149536,-0.5806573894806206,81.92648261787592,3.076248005053378,0.3265219186850746,96.33820860969688,Adam Duvall,10950,594807,428,87.26747242647059,110.814,21.07694852941177,36,0.08411215,139,0.32476636,0.682692307,0.18224299,0.3317757,0.485981308,0.120192307,0.149038461,13,0.091549295,0,0,0.43691589,0.30607477,0.25700935,0.17523364,0.50700935,0.31775701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,NA,NA,NA,NA,NA,NA,NA,NA
2016,Adam Duvall,CIN,608,0.06743421,0.269736842,0.25,0.240942028,0.296540362,0.498188405,0.794728767,0.257246377,5.339628726254184,0.275482093,0.6000000238418579,1.399999976158142,0.5901587009429932,-1.0932351413648576,79.0071987860298,7.382068847904193,0.33283426413441647,103.80881545128447,Adam Duvall,10950,594807,397,88.54956552933673,110.692,19.193076620296555,45,0.11335013,163,0.41057935,0.724324324,0.194444444,0.338383838,0.467171717,0.081081081,0.178378378,10,0.074626865,0,0,0.49494949,0.31060606,0.19444444,0.16414141,0.4469697,0.38888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,NA,NA,NA,NA,NA,NA,NA,NA
2019,Adam Eaton,WSN,656,0.099085365,0.161585365,0.613207547,0.279151943,0.364760432,0.427561837,0.792322269,0.148409894,6.47426727500831,0.319196428,1.600000023841858,0.6000000238418579,2.456153392791748,1.282370296306908,94.7703894736682,12.234026348820796,0.34151176359775076,108.17119989238812,Adam Eaton,11205,594809,472,88.9149237889755,110.7,15.311804008908686,17,0.03601695,162,0.34322034,0.978021978,0.2,0.395555555,0.404444444,0.093406593,0.082417582,18,0.101123595,9,0.409090909,0.32838983,0.35169492,0.31991525,0.19491525,0.46398305,0.34110169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Adam Eaton,WSN,370,0.102702702,0.172972972,0.59375,0.300940438,0.394021739,0.410658307,0.804680046,0.109717869,5.413596716481532,0.364,-0.5,0.6000000238418579,-0.09880966693162918,1.097124652704224,56.20992332396076,12.982401993842585,0.35769998865283054,122.82117450912028,Adam Eaton,11205,594809,257,87.70146444838056,109.431,8.991243688071647,8,0.0311284,78,0.30350195,1.8,0.263157894,0.47368421,0.263157894,0.123076923,0.076923076,15,0.128205128,6,0.6,0.31906615,0.31906615,0.3618677,0.18677043,0.48638132,0.32684825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Adam Eaton,CHW,706,0.089235127,0.162889518,0.547826086,0.284329563,0.361945636,0.428109854,0.79005549,0.143780291,5.870385318888282,0.328600405,2.1999998092651367,2,2.714914083480835,0.3048205485101789,98.01984071685122,14.84987075580405,0.34361064699151084,117.06288546773575,Adam Eaton,11205,594809,514,88.99058764293139,108.641,4.871274444516632,14,0.02723735,183,0.35603113,2.078740157,0.205284552,0.536585365,0.258130081,0.05511811,0.11023622,15,0.056818181,12,0.545454545,0.307393,0.31906615,0.37354086,0.17509728,0.50972763,0.3151751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Adam Eaton,CHW,689,0.08417997,0.190130624,0.442748091,0.286885245,0.361111111,0.43114754,0.792258651,0.144262295,6.522258241886868,0.344753747,4.099999785423279,1.600000023841858,NA,0.08279320690780878,95.68868570991876,18.21759930470112,0.3462997646975028,120.97483966461016,Adam Eaton,11205,594809,486,88.10724510209712,108.272,7.469107857339956,14,0.02880658,148,0.30452675,1.859375,0.219616204,0.507462686,0.272921108,0.1015625,0.109375,13,0.054621848,7,0.411764705,0.29218107,0.36831276,0.33950617,0.2037037,0.53292181,0.26337449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Adam Engel,CHW,463,0.038876889,0.27861771,0.139534883,0.235431235,0.278508771,0.335664335,0.614173106,0.1002331,6.442059070628773,0.322033898,1.4000000953674316,2,1.7204216718673706,-0.29749848786741495,37.080679995208854,-17.012137236803895,0.2696487453945896,68.30631058898524,Adam Engel,15082,641553,308,87.04489530187075,113.354,14.731195339163822,7,0.02272727,99,0.32142857,1,0.183673469,0.408163265,0.408163265,0.183333333,0.05,12,0.1,7,0.5,0.45454545,0.30844156,0.23701299,0.25,0.49350649,0.25649351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Adam Frazier,BAL,455,0.07032967,0.149450549,0.470588235,0.240291262,0.3,0.395631067,0.695631067,0.155339805,5.498945223561147,0.258258258,1.1000001430511477,1.2999999523162842,1.6647453308105469,-0.2511193794198334,49.404846555807424,-6.034255311570335,0.3024059746000502,92.97407895874062,Adam Frazier,15223,624428,351,85.66973505434783,106.683,15.187703804347828,11,0.03133903,80,0.22792023,0.992125984,0.266666666,0.365217391,0.368115942,0.094488188,0.102362204,5,0.039682539,1,0.2,0.39142857,0.35142857,0.25714286,0.16571429,0.59142857,0.24285714,Frazier,Adam,2b-of,NA,NA,BAL,KC,1,4500000,2024,mutual,4500000,Bo McKinnis,John Sherman,J.J. Picollo,NA,NA,NA,NA,32
2022,Adam Frazier,SEA,602,0.07641196,0.121262458,0.630136986,0.238447319,0.301003344,0.310536044,0.611539388,0.072088725,4.867154110377294,0.267515923,1.7000000476837158,-1.100000023841858,2.13686203956604,-0.8039405094459653,51.56122908538217,-17.275335053149515,0.27362392565712856,82.19753883702896,Adam Frazier,15223,624428,478,85.11796875,105.106,13.649449384973405,7,0.01464435,114,0.23849372,1.182926829,0.239915074,0.411889596,0.348195329,0.085365853,0.018292682,5,0.025773195,1,0.142857142,0.36610879,0.36192469,0.27196653,0.17991632,0.61087866,0.20920502,Frazier,Adam,ss-of,NA,NA,SEA,BAL,1,8000000,2023,NA,8000000,Bo McKinnis,John Angelos,Mike Elias,NA,NA,NA,31.199,NA
2021,Adam Frazier,- - -,639,0.07511737,0.10798122,0.695652173,0.305025996,0.367924528,0.410745233,0.778669761,0.105719237,4.825884288905476,0.339285714,0.8000000044703484,-0.20000001043081284,-0.15356826782226562,-0.7332049594260752,91.01114689875102,13.656497541253334,0.34051614886954756,112.84813382529514,Adam Frazier,15223,624428,512,85.41368927908415,108.688,12.632267655476484,5,0.00976563,128,0.25,1.386666666,0.293885601,0.41025641,0.295857988,0.08,0.033333333,10,0.048076923,2,0.4,0.37109375,0.32421875,0.3046875,0.17578125,0.5859375,0.23828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,NA,NA,NA,NA,NA,NA,NA,NA
2019,Adam Frazier,PIT,608,0.065789473,0.123355263,0.533333333,0.277978339,0.336092715,0.416967509,0.753060224,0.13898917,4.795665521806002,0.306382978,1.4000000357627869,0.800000011920929,2.232393980026245,-1.501044969074428,76.53991418727752,0.04279714473601705,0.32001848151286444,96.5864128572331,Adam Frazier,15223,624428,484,87.15851063829787,106.1,12.980851063829787,9,0.01859504,136,0.28099174,1.242038216,0.258947368,0.410526315,0.330526315,0.050955414,0.063694267,11,0.056410256,3,0.333333333,0.38429752,0.3285124,0.28719008,0.1838843,0.51652893,0.29958678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,NA,NA,NA,NA,NA,NA,NA,NA
